7,5843.41
8,1026.43
9,1328.59
5,3007.45
7,6393.12
8,699.83
9,922.642
5,8799.05
7,10141
8,540.328
5,4561.85
7,5345.05
8,428.55
5,3271.99
7,4506.97
8,382.926
5,2377.73
7,3255.81
8,383.967
5,2375.57
7,3103
8,397.867
5,2603.78
7,3246.46
8,417.356
5,8609.45
7,10103.8
8,537.759
9,497.895
5,4385.68
7,5405.96
8,440.698
9,487.133
5,2382.84
7,3196.86
8,364.539
9,488.598
5,1733.18
7,2308.55
8,333.039
9,489.18
5,1699.67
7,2058.72
8,334.935
9,489.022
5,1918.99
7,2189.77
8,357.596
9,488.132
5,133.506
7,793.875
8,105.401
9,205.064
5,709.058
7,1405.72
8,198.185
9,429.712
5,1877.8
7,1837.27
8,291.516
9,678.079
5,3885.29
7,2556.97
8,393.853
9,896.269
5,6648.45
7,3321.86
8,519.035
9,1134.15
5,10826.6
7,4420.71
8,697.654
9,1569.35
5,28266.5
7,6579.18
8,782.988
9,1729.39
5,36755.3
7,7755.3
8,873.422
9,1932.91
5,49414.3
7,8710.78
8,1009.01
9,2233.31
5,134.079
7,834.317
8,113.072
9,203.421
5,731.549
7,1360.31
8,198.846
9,428.486
5,1868.63
7,1857.55
8,289.048
9,656.536
5,3793.66
7,2449.76
8,398.591
9,898.343
5,10480.7
7,4882.14
8,576.373
9,1187.91
5,16697.9
7,5520.58
8,679.605
9,1422.93
5,25027.9
7,6306.33
8,780.985
9,1713.39
5,35676.1
7,7450.39
8,861.572
9,1910.98
5,48580
7,8409.4
8,986.89
9,2154.47
5,64424
7,9297.75
8,1072.54
9,2406.25
5,9735.54
7,4816.41
8,559.473
9,1172.63
5,15370.7
7,7592.01
8,961.38
9,1985.34
5,17722
7,10507.2
8,1347.21
9,2795.41
5,18681.1
7,13600.7
8,1632.81
9,2956.65
5,21545.8
7,16988.5
8,1967.99
9,3574.49
5,24768
7,19833.6
8,2341.23
9,4245.99
8,640.106
8,1097.85
8,1767.35
5,29596.6
7,2669.04
8,369.662
9,723.845
5,32172.1
7,25846.5
8,3068.41
9,5570.35
5,34789.4
7,29803.9
8,3451.6
9,6246.2
5,43431.1
7,33151
8,458.403
8,496.378
8,610.818
8,691.548
8,1030.42
8,1223.33
8,1455.81
8,1514.21
8,1796.9
8,1755.56
8,2062.32
8,2293.79
8,2692.87
8,2643.14
8,2968.14
8,2673.48
8,3258.79
8,3149.11
8,3691.62
8,3380.95
8,1871.11
8,1822.23
8,3000.85
8,2881.08
8,4227.08
8,4653.23
8,4891.47
8,5312.69
8,6260.33
8,6643.24
8,11659.7
8,11518.7
8,8589.26
8,8425.94
8,6907.69
8,7077.42
8,6548.78
8,6274.64
8,6058.75
8,6231.74
8,5872.88
8,5810.64
7,2714.13
8,354.687
7,2629.7
8,360.185
7,3152.14
8,589.464
7,3160.58
8,587.618
7,4342.4
8,903.246
8,0.900567
8,0.79971
5,0.581857
7,0.799068
8,0.858842
9,0.08387
5,0.67756
7,0.632865
8,0.748925
9,0.087242
